"","X","ID","day","Atease","Calm","Relaxed","Drowsy","Sluggish","Tired","Content","Pleased","Happy","Alert","Aroused","Hyperactivated","Miserable","Troubled","Unhappy","Sleepy","Quiet","Still","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Active","Alone","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"18374",18374,1776,24,0.5,0.5,0.5,0,0,0.25,0.25,0.5,0.5,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.5
"18375",18375,1776,25,0.5,0.25,0.25,0,0,0.25,0.75,0.5,0.25,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.75,0.25,0.5,0.5,0.25,0.5,0.75,0.5,0.75,0.5
"18376",18376,1778,1,0.5,0,0,0,0,0.75,0.25,0.25,0.25,0.5,0.75,0,0.75,0.75,0.25,0,0,0,0.5,0,0.5,0,0.5,0.75,1,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.25
"18377",18377,1778,2,0.5,0.25,0,0.25,0,0.5,0.25,0,0,0.5,0.25,0,0,0,0.5,0,0.75,0.75,0.75,0,0.25,0,0,0.75,0.75,0.25,0.25,1,0.75,0.5,0.75,1,0.5,0.5,0.25,0.5,0,0.5
"18378",18378,1778,3,0.75,0.5,0.5,0,0,0.25,0.5,0.25,0.5,0.75,0.25,0.25,0,0.25,0,0.25,0.5,0.25,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.5
"18379",18379,1778,4,0.5,0.5,0.5,0,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.75,0.5,0.25,0.25,0.5,0.75,0.25,0.75
"18380",18380,1778,5,0.75,0.75,0.5,0,0,0.25,0.5,0.75,0.5,0.5,0.25,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0.75,0.5,0.25,0.25,0.5,0.75,0.25,0.75
"18381",18381,1778,6,0.75,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.75,0.25,0.5,0.25,0.5,0.5,0.5,0.75
"18382",18382,1778,7,0.5,0.75,0.75,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0,0,0.5,0,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25
"18383",18383,1778,8,0.5,0.75,0.5,0.5,0.25,0.75,0.5,0.25,0.5,0.5,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5
"18384",18384,1778,9,0.5,0.5,0.5,0,0,0,0.5,0.5,0.25,0.5,0.25,0,0,0.25,0,0.25,0.25,0.5,0,0,0.25,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.75,0.25,0.5
"18385",18385,1778,10,0.25,0.5,0.25,0,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0,0.25,0.75,0,0,0.5,0,0.25,0,0.75,0,0.25,0.25,0,0.75,0.25,0,0.75,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.25,0.5
"18386",18386,1778,11,0.5,0.5,0.5,0,0,0.75,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0.25,0.5,0,0,0.5,0,0,0,0.25,0.25,0,0,0.75,0.75,0.5,0.5,0.25,0.5,0.75,0.75,0,0.5
"18387",18387,1778,12,0.75,0.25,0.5,0,0,0.25,0.25,0.25,0.5,0.25,0.25,0,0.25,0.5,0.25,0,0.5,0,0,0,0.75,0,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.75,0.5,0.5
"18388",18388,1778,13,0.5,0,0.25,0.25,0.25,0.75,0.5,0.5,0.25,0.25,0,0,0.25,0.5,0.5,0.5,0.25,0,0,0,0,0,0,0.5,0.75,0.75,0,0,0.5,0.25,0.5,0.75,0.25,0.5,0.25,0.75,0.25,0.75
"18389",18389,1778,14,0.5,0.25,0.25,0,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0,0,0.5,0,0.25,0.5,0,0,0,0.25,0,0,0,0.25,0.25,0,0,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.5
"18390",18390,1778,15,0.5,0.5,0.25,0,0,0.25,0.5,0.5,0.25,0.5,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.5
"18391",18391,1778,16,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.5,0.25,0.5,0.5,0.75,0.5,0.25
"18392",18392,1778,17,0.5,0.5,0.5,0,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.25,0.5,0.5,0.25,0.25
"18393",18393,1778,18,0.75,0.5,0.75,0,0.25,0.25,0.75,0.5,0.5,0.5,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.5
"18394",18394,1778,19,0.5,0.25,0.5,0.25,0,0.25,0.5,0.25,0.25,0.25,0.25,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.25,0,0.25,0.25,0.5,0.25,0.5
"18395",18395,1778,20,0.5,0.5,0.5,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.5,0.25,0.5,0.75,0.25,0.5
"18396",18396,1778,21,0.5,0.75,0.5,0,0,0.25,0.5,0.25,0.5,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.25,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0.25
"18397",18397,1778,22,0.5,0.5,0.5,0,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.5
"18398",18398,1778,23,0.5,0.5,0.25,0,0,0.5,0.25,0.5,0.25,0.5,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.5,0,0,0.5,0.25,0.5,0.25,0.5
"18399",18399,1778,24,0.25,0.25,0.5,0.25,0.25,0.5,0,0.5,0,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0.5,0.25,0,0,0,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0,0.5
"18400",18400,1778,25,0.5,0.5,0.5,0,0,0.25,0.5,0.5,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.5
"18401",18401,1780,1,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.25,0,0.5,0,0.5,0.5,0.5,0,0,0.25,0,0,0.25,0,0,0,0,0.75,0,0.75,1,0.5,0.25,0.5,0.75,0.25,0.75
"18402",18402,1780,2,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0.75,0,0.75,0.75,0.75,0,0.75,0.75,0.75,0.5
"18403",18403,1780,3,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.75,0.75,0.75,0.5,0.5,0,0.25,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0.25,0,0.5,1,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.75
"18404",18404,1780,4,0.75,0.75,0.75,0,0.25,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0,0,0,0.25,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,1,0.5,0.5,0.75,0.75,0.75,1
"18405",18405,1780,5,0.5,0.75,0.5,0,1,0,0.75,0.5,0.75,1,0.5,0.5,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1
"18406",18406,1780,6,0.75,0.5,0.5,0,0,0,1,0.75,0.5,0.75,0.25,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0.25,0,0.5,1,0,0.75,1,0.5,0.75,1,1,0.75,1
"18407",18407,1780,7,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.5,0.5,0,0.5,0.25,0,0,0.5,0,0,0.5,0.5,0.25,0,0.5,0.75,0,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.75
"18408",18408,1780,8,0.5,0.5,0.75,0,0,0.25,0.5,0.5,0.5,0.25,0.5,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,0,0.5,0,0,0.25,0,0.25,0.75,0,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5
"18409",18409,1780,9,0,0.25,0.75,0,0,0,0.75,0.75,0.75,0.75,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75
"18410",18410,1780,10,0.75,0,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75
"18411",18411,1780,11,0.75,0.5,0.75,0,0,0,0.75,0.75,1,0.75,0.75,0,0,0,0,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.5
"18412",18412,1780,12,0.75,0.75,0.75,0.25,0,0.25,0.5,0.5,0.75,0.75,0.5,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0,0.5,0,0,0,0.5,0.75,0,0.75,0.75,0.5,0.5,0.75,0.75,0.5,0.5
"18413",18413,1780,13,0.5,1,0.75,0,0,0,0.75,0.75,0.75,0.75,0.5,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75
"18414",18414,1780,14,0.75,0.5,0.5,0.75,0.75,0.25,0.75,0.5,0.5,0.5,0.5,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75
"18415",18415,1780,15,1,0.75,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.75,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,1
"18416",18416,1780,16,1,0.75,1,0,0,0.25,1,1,1,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0.75,0.75,0.75,0.75,1,0.75,1
"18417",18417,1780,17,0.75,0.5,0.75,0.25,0,0.5,1,0.75,0.75,0.5,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.75
"18418",18418,1780,18,0.75,0.75,1,0.25,0,0,0.75,0.75,0.75,0.5,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.5,0.5,0.75,0.5,0.75,0.75
"18419",18419,1780,19,0.75,0.5,0.75,0,0,0,0.75,0.75,0.75,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75
"18420",18420,1780,20,0.5,0.75,0.5,0.25,0,0,0.5,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.25,0,0,0.5,0.75,0,0.75,1,0.5,0.75,0.75,0.75,0.75,0.5
"18421",18421,1780,21,1,0.75,1,0.75,0.75,1,1,0.5,0.75,0.25,0.5,0,0,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.75,0.5,0.5,0.5
"18422",18422,1780,22,0.75,0.5,0.5,0,0,0,1,0.5,0.75,0.5,0.25,0,0,0,0,0,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.5,0,0.5,0.75,0.75,0.75
"18423",18423,1780,23,0.75,0.5,1,0.25,0,0,0.75,0.75,1,0.75,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75
"18424",18424,1780,24,0.75,0.5,0.75,0.25,0,0.25,0.75,0.75,0.75,0.75,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75
"18425",18425,1780,25,0.75,0.5,0.75,0,0,0,0.75,0.75,0.75,0.75,0.5,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0.25,0,0.25,0,0.25,0.75,0,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.75
"18426",18426,1782,1,0.5,0.75,0.75,0,0.25,0.5,0.75,0.5,0.5,0.5,0.25,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0,0.25,0,0.5,0.5,0.75,0.5
"18427",18427,1782,2,0.75,1,0.75,0.5,0.5,0.75,0.5,0,0.25,0,0,0.5,0,0.25,0,0.75,0.5,0.25,0.5,0,0.25,0,0,0.5,0,0.25,0,0.25,0.75,0.5,0.25,0.25,0,0,0.75,0.25,0.25,0.5
"18428",18428,1782,3,0.5,0.5,0.5,0,0.5,0.5,0.25,0,0,0.5,0.5,0.25,0,0.5,0.5,0.25,0.75,0.5,0.25,0,0.5,0,0.75,0.75,0.25,0.5,0.25,0.5,0.5,0.75,0.75,0,0,0.25,0,0.25,0,0.25
"18429",18429,1782,4,0.5,0.75,0.5,0,0.25,0.75,0.25,0,0,0.25,0,0,0.25,0.75,0.25,0,0.75,0.75,0.75,0,0.75,0,0.5,0.75,0.5,0.25,0.5,0.75,0.75,1,0.5,0.25,0,0,0.25,0.25,0.5,0.75
"18430",18430,1782,5,0.75,0.75,0.5,0,0,0.5,0.75,0.5,0,0.25,0.5,0,0,0,0,0.25,0.75,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.75,0.75,0.75,0.5,0.25,0.5,0.75,0.5,0.5,0.75
"18431",18431,1782,6,0.25,0.25,0.5,0.5,0.75,1,0.25,0,0,0,1,0,0.5,0.5,0.5,0.75,0.25,0.5,0.75,1,0.75,1,0.75,1,0.75,0.5,0.25,1,0.5,0.75,0.5,0,0,0.5,0,0,0.25,0
"18432",18432,1782,7,0.75,0.75,0.75,0,0,0.25,0.5,0.5,0.75,0.25,0.25,0.5,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.25,0.25,0.25,0,0.5,0.5,0.5,0.75
"18433",18433,1782,8,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0.25,0,0,0,0.75,0.25,0,0.25,0,0.5,0.25,0.25,0.25,0.5,0.75,0.5,0.25,0.25,0.5,1,0.75,0.75,0.5,0,0.25,0,0.25,0.5,0.75
"18434",18434,1782,9,0.75,0.75,0.75,0.25,0.25,0.5,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0.75,0,0.5,0.25,0,0.25,0.5,0.5,0.75,0.75
"18435",18435,1782,10,0.75,0.75,0.75,0.25,0.25,0.5,0.75,0.25,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.25,0,0,0.5,0.5,0.75,0.75
"18436",18436,1782,11,0.75,0.5,0.75,0,0,0,0.75,0.5,0.75,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.75,0,0.75,0.25,0.75,0.75,1,0.75,0.75,0.75
"18437",18437,1782,12,1,0.75,1,0,0,0,0.75,0.5,0.5,0.5,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0.5,0.5,0,0,0,0.25,0.75,0.5,0.75,0.5,0,0.75,0.25,0.5,0.5,0.75
"18438",18438,1782,13,0.75,1,1,0,0,0.25,0.75,0.5,0.5,0.5,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0.25,1,0,0.5,0.25,0.25,0.25,0.75,0.75,0.75,0.75
"18439",18439,1782,14,0.75,0.75,0.75,0.25,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0.25,0,0.75,0,0,0.25,0,0.5,0.5,0,0.25,0,0.5,0.5,0.25,0.25,0.25,0,0,0.25,0.5,0.5,0.75
"18440",18440,1782,15,0.5,0.75,0.5,0,0,0.5,0.5,0,0,0,0.5,0.25,0,0.25,0,0.25,0,0.25,0,0,0,0,0.25,0.75,0.5,0,0,0.25,1,0.75,0.5,0.5,0,0.25,0.5,0,0.75,0.75
"18441",18441,1782,16,0.5,0.75,0.5,0.25,0.5,0.5,0,0,0.25,0,0.25,0,0.25,0,0.5,0.75,0.25,1,0,0,0.75,0.5,0.25,0.5,0.5,0,0,0.5,0.75,1,0.25,0,0,0,0,0,0,0.5
"18442",18442,1782,17,0.75,0.75,0.75,0.25,0.25,0.5,0.75,0,0.25,0.25,0,0,0,0.25,0,0.25,0,0.25,0.25,0,0.5,0.25,0,0,0,0,0,0,0.75,0.75,0.5,0.25,0,0,0.25,0.5,0,0.5
"18443",18443,1782,18,0.75,0.75,0.75,0,0,0.25,0.5,0,0,0,0,0,0.5,0.25,0,0,0.75,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0.75,0.5,0.5,0,0,0,0,0.25,0.5,0.5
"18444",18444,1782,19,0.25,0.5,0.5,0.25,0.5,0.75,0,0,0,0,0,0,0.25,0.75,0.75,0.5,1,0.5,0,0,0.75,0,0.5,0.75,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0.5
"18445",18445,1782,20,0.25,0.5,0.25,0.5,0.5,0.75,0.25,0,0,0,0,0,0.5,0.5,0.5,0.25,0.5,0.5,0,0,0.75,0,0,0.25,0,0,0,0.5,0.5,1,0.5,0.25,0,0,0.5,0,0,0.25
"18446",18446,1782,21,0.25,0.5,0.25,0,0,0.75,0.25,0,0,0.25,0.5,0.5,0.25,1,0.5,0.25,0,0,0.5,0,0.75,0.5,0,0.25,0,0,0,0.5,1,0.75,0.5,0.25,0,0,0,0,0.25,0.25
"18447",18447,1782,22,0.75,0.75,0.5,0,0,0.5,0.5,0,0.25,0,0,0,0,0.25,0,0.25,0.25,0.5,0,0,0.25,0,0,0,0,0,0,0,0.75,0.75,0.5,0.5,0.5,0.5,0,0.5,0,0.5
"18448",18448,1782,23,0,0.5,0.25,0,0,0.5,0.25,0.25,0,0.75,0,0,0,0.25,0,0,0.5,0.25,0.25,0.5,0.5,0.25,0,0.25,0.5,0.25,0.25,0.25,0.5,0.75,0.5,0,0,0.25,0.5,0.5,0,0.5
"18449",18449,1782,24,0.25,0.5,0.5,0,0,0.5,0.5,0.25,0.25,0,0,0.5,0,0.5,0,0.25,0.5,0,0,0.25,0.25,0,0,0,0,0,0,0.25,1,0.75,0.5,0,0,0,0.5,0.25,0.5,0.5
"18450",18450,1782,25,0.25,0.25,0.25,0,0,0.25,0.5,0.25,0,0.25,0,0.75,0,0.75,0.25,0,0.25,0,0.75,0,0.5,0.5,0,0.75,0.75,0.25,0,1,0.75,0.75,0.25,0.25,0,0.25,0.5,0.5,0.25,0.5
"18451",18451,1783,1,0.5,0.5,0.25,1,0.75,0.75,0.25,0.5,0.5,0,0.25,0.25,0.75,0.5,0.25,1,0.5,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0,0.75,0.25,0.25,0.25,0,0,0.25,0.25,0
"18452",18452,1783,2,0.25,0.25,0,0.25,0,0.75,0,0.25,0.5,0.25,1,0.75,0,0.25,0.25,0,0.25,0,0,0.5,0,0.75,0.75,1,0.75,0.5,0.25,1,0.75,0.5,0.75,0.75,0.25,0.5,0.25,0.5,0.75,0.5
"18453",18453,1783,3,0.5,0.25,0.25,0.25,0.25,0.75,0.5,0.25,0.5,0.25,0.5,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.5,0.75,0.5,0.75,0.25,0.75,0.75,0.5,0.75
"18454",18454,1783,4,0.75,0.5,0.25,0.5,0.5,0.75,0.5,0.75,0.5,0,0.25,0,0,0.25,0.25,0.25,0.75,0.25,0.25,0.5,0.25,0.25,0,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.25
"18455",18455,1783,5,0.5,0.75,0.25,0.5,0.5,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.75,0.25,0.25,0.75,0.5,0.75,0.5,0.5,0.25,0.25,0.5,0.75,0.5
"18456",18456,1783,6,0.5,0.75,0.75,0.25,0.25,0.75,0.5,0.5,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0.5,0.75,0.25,0,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.75,0.75,0.75,1,0.5,1,0.75,0.75,0.75
"18457",18457,1783,7,0.5,0.75,0.5,0.75,0.25,0.75,0.25,0.25,0.25,0,0.25,0.75,0.75,0.25,0.25,0.5,0.5,1,0.25,0.25,0.25,0,0.75,0.75,0.5,0.25,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.25,0.75,0.5,0.5,0.25
"18458",18458,1783,8,0.25,0.25,0.25,0.5,0.25,1,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.5,0.25,0.75,0.5,0.75,0.25,0.25,0.75,0.75,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.75,0.25
"18459",18459,1783,9,0.25,0.75,0.25,0.75,0.5,1,0.25,0.25,0.5,0,0.75,1,0.75,0.5,0.25,1,0.25,0.5,0.5,0.5,0.75,0.25,0.75,1,0.75,0.5,0.25,1,0.75,0.75,0.75,0.5,0.25,0.25,0.75,0.5,0.25,0.25
"18460",18460,1783,10,0.25,0.25,0.25,0.75,0.75,0.5,0.25,0.25,0.25,0,0.25,0.75,0.75,0.5,0.75,1,0.75,0.75,0.75,0.5,0.75,1,0.25,1,0.75,0.75,0.25,0.25,0.25,0.75,0,0,0,0.5,0.25,0.25,0.25,0
"18461",18461,1783,11,0.75,0.75,0.25,1,0.75,1,0.5,0.75,0.75,0,0.25,0.25,0.75,0.25,0.5,1,0.75,0.5,0.25,0.25,0.5,0.25,0.75,0.5,0.75,0.5,0.25,0.25,0.25,0.75,0.25,0.5,0.75,0.25,0.25,0.25,0.75,0.25
"18462",18462,1783,12,0.5,0.25,0.75,0.75,0.5,1,1,0.75,0.75,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.25,0.5,0,0,0,0,0.25,0.25,0.5,0.25,0,0.25,0.5,0.25,0.5,0.5,1,0.75,0.75,0.75,0.75,0.25
"18463",18463,1783,13,0.5,0.5,0.25,1,0.5,1,0.5,0.25,0.5,0,0.25,0.25,0.75,0.25,0.25,1,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"18464",18464,1783,14,0.5,0.75,0.25,1,1,1,0.5,0.25,0.5,0,0.25,0.25,1,0.25,0.25,1,0.25,0.5,0,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0
"18465",18465,1783,15,0.75,0.75,0.75,0.75,1,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0,0.25,0.25,0.25,0.25,0.5,0.25,0.25
"18466",18466,1783,16,0.5,0.25,0.25,0.75,0.5,0.75,0.25,0.25,0.25,0.5,0.25,0,0.75,0.75,0.25,0.75,0.75,0.75,0.75,0.5,0.75,0.25,0.25,0.75,0.5,0.5,0.25,0.25,0,0.5,0.25,0.25,0.25,0.75,0,0.25,0.25,0
"18467",18467,1783,17,0.75,0.5,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0,0.25,0,0.5,0.25,0.75,0.5,0.75,0.75,0.25,0,0.25,0,0.25,0.25,0.5,0.25,0,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"18468",18468,1783,18,0.5,0.5,0,0.5,0.75,0.75,0,0.25,0.5,0.25,0.5,0.25,0.75,0.75,0.5,0.5,0.75,0.75,0.25,0.25,0.75,0,0.25,0.75,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"18469",18469,1783,19,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.5
"18470",18470,1783,20,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.75,0.75,0.5,0.5,0.25,0.5,0.75,0.75,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.25
"18471",18471,1783,21,0.5,0.25,0.25,0.25,0.75,0.5,0.25,0,0.25,0.25,0.5,0,0.25,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.25,0.75,0.25,0.75,0.75,0.5,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25
"18472",18472,1783,22,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.5,0.25,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.5,0.25,0.5,0.5,0.75,0.25,0.5,0.25,0.25,0.5,0.75,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.25
"18473",18473,1783,23,0.25,0.25,0.25,0.5,0.5,1,0,0,0,0,0.75,0.25,1,0.75,1,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,1,1,0.5,0.5,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0,0.25,0.25,0
"18474",18474,1783,24,0.25,0.75,0.25,0.75,0.5,1,0.25,0,0,0,0.25,0.25,1,0.75,0.75,0.75,0.75,0.75,0.25,0.25,1,0.25,0.25,0.75,0.5,0.75,0.25,0.5,0,0.75,0.25,0.25,0,0.25,0.25,0.25,0.25,0
